price_id;price_range
1502;€7-€58
1503;€5-€6
1504;€7-€36
1505;€30-€85
1506;€40-€158
1507;€30-€37
1508;€16-€71
1509;€23-€29
1510;€2-€45
1511;€34-€44
1512;€22-€36
1513;€31-€64
1514;€26-€72
1515;€12-€65
1516;€32-€46
1517;€25-€61
1518;€2-€99
1519;€60-€139
1520;€3-€240
1521;€32-€77
1522;€34-€75
1523;€26-€39
1524;€36-€80
1525;€50-€90
1526;€15-€51
1527;€49-€177
1528;€5-€131
1529;€27-€64
1530;€37-€66
1531;€25-€42
1532;€30-€76
1533;€59-€165
1534;€28-€70
1535;€10-€150
1536;€24-€69
1537;€15-€16
1538;€39-€56
1539;€35-€69
1540;€75-€245
1541;€2-€34
1542;€29-€89
1543;€80-€150
1544;€30-€67
1545;€2-€22
1546;€9-€42
1547;€20-€20
1548;€40-€74
1549;€22-€59
1550;€34-€73
1551;€40-€98
1552;€3-€90
1553;€62-€114
1554;€22-€37
1555;€18-€100
1556;€29-€60
1557;€23-€85
1558;€29-€56
1559;€29-€82
1560;€23-€23
1561;€20-€62
1562;€21-€82
1563;€35-€41
1564;€10-€59
1565;€32-€56
1566;€32-€67
1567;€41-€77
1568;€7-€2,144
1569;€28-€49
1570;€9-€47
1571;€19-€52
1572;€2-€2
1573;€35-€56
1574;€4-€90
1575;€4-€58
1576;€28-€39
1577;€35-€75
1578;€29-€115
1579;€36-€46
1580;€12-€73
1581;€17-€62
1582;€20-€75
1583;€35-€120
1584;€19-€82
1585;€2-€28
1586;€2-€40
1587;€13-€106
1588;€4-€41
1589;€31-€121
1590;€3-€127
1591;€45-€74
1592;€3-€32
1593;€18-€300
1594;€20-€90
1595;€70-€95
1596;€9-€10
1597;€8-€49
1598;€9-€58
1599;€19-€58
1600;€16-€41
1601;€30-€80
1602;€2-€180
1603;€34-€58
1604;€30-€110
1605;€21-€47
1606;€75-€75
1607;€30-€46
1608;€31-€38
1609;€77-€154
1610;€38-€38
1611;€2-€9,999,999
1612;€21-€88
1613;€10-€68
1614;€25-€44
1615;€26-€33
1616;€26-€52
1617;€33-€35
1618;€41-€165
1619;€2-€23
1620;€24-€60
1621;€95-€120
1622;€55-€75
1623;€17-€43
1624;€39-€129
1625;€32-€64
1626;€49-€49
1627;€15-€57
1628;€31-€50
1629;€19-€51
1630;€26-€37
1631;€22-€22
1632;€25-€124
1633;€890-€1,190
1634;€2-€127
1635;€55-€115
1636;€24-€49
1637;€65-€159
1638;€95-€175
1639;€39-€91
1640;€26-€46
1641;€21-€66
1642;€17-€96
1643;€16-€165
1644;€22-€73
1645;€12-€58
1646;€17-€114
1647;€35-€52
1648;€75-€289
1649;€2-€56
1650;€18-€88
1651;€32-€44
1652;€2-€35
1653;€6-€42
1654;€30-€49
1655;€22-€90
1656;€37-€45
1657;€26-€42
1658;€16-€103
1659;€15-€120
1660;€6-€75
1661;€27-€80
1662;€30-€75
1663;€40-€150
1664;€2-€68
1665;€38-€65
1666;€35-€95
1667;€3-€4
1668;€4-€34
1669;€39-€65
1670;€49-€300
1671;€2-€48
1672;€8-€370
1673;€5-€55
1674;€195-€500
1675;€10-€500
1676;€26-€57
1677;€27-€58
1678;€16-€66
1679;€7-€52
1680;€33-€200
1681;€5-€23
1682;€11-€49
1683;€50-€110
1684;€24-€54
1685;€25-€49
1686;€35-€150
1687;€55-€69
1688;€12-€99
1689;€56-€89
1690;€39-€45
1691;€2-€41
1692;€24-€62
1693;€29-€45
1694;€6-€34
1695;€20-€29
1696;€30-€62
1697;€28-€114
1698;€15-€79
1699;€33-€74
1700;€8-€48
1701;€45-€350
1702;€25-€85
1703;€5-€120
1704;€69-€69
1705;€32-€69
1706;€50-€145
1707;€21-€119
1708;€66-€146
1709;€7-€27
1710;€54-€155
1711;€40-€63
1712;€66-€135
1713;€13-€90
1714;€28-€80
1715;€45-€85
1716;€5-€28
1717;€24-€68
1718;€40-€115
1719;€50-€70
1720;€40-€50
1721;€46-€80
1722;€60-€90
1723;€115-€250
1724;€24-€75
1725;€30-€64
1726;€95-€150
1727;€10-€10
1728;€81-€231
1729;€74-€99
1730;€33-€66
1731;€33-€48
1732;€40-€53
1733;€40-€57
1734;€19-€100
1735;€29-€119
1736;€150-€150
1737;€70-€125
1738;€10-€76
1739;€15-€47
1740;€34-€51
1741;€6-€165
1742;€28-€78
1743;€18-€54
1744;€24-€100
1745;€25-€64
1746;€27-€40
1747;€29-€75
1748;€4-€78
1749;€7-€47
1750;€35-€105
1751;€3-€46
1752;€6-€59
1753;€26-€68
1754;€41-€825
1755;€35-€139
1756;€19-€65
1757;€29-€66
1758;€36-€100
1759;€46-€188
1760;€16-€150
1761;€59-€106
1762;€30-€69
1763;€75-€300
1764;€70-€175
1765;€7-€100
1766;€3-€53
1767;€34-€42
1768;€21-€30
1769;€9-€80
1770;€20-€34
1771;€41-€54
1772;€9-€70
1773;€43-€66
1774;€36-€45
1775;€70-€100
1776;€50-€120
1777;€16-€82
1778;€39-€50
1779;€20-€120
1780;€80-€98
1781;€45-€130
1782;€6-€48
1783;€3-€42
1784;€68-€235
1785;€6-€480
1786;€12-€80
1787;€39-€79
1788;€6-€250
1789;€41-€106
1790;€41-€82
1791;€7-€68
1792;€34-€70
1793;€98-€150
1794;€55-€120
1795;€26-€70
1796;€24-€64
1797;€62-€75
1798;€30-€91
1799;€4-€65
1800;€25-€150
1801;€41-€111
1802;€34-€82
1803;€38-€42
1804;€18-€47
1805;€30-€120
1806;€27-€48
1807;€58-€199
1808;€25-€1,000
1809;€25-€90
1810;€21-€54
1811;€58-€118
1812;€17-€78
1813;€29-€51
1814;€92-€129
1815;€18-€57
1816;€41-€70
1817;€44-€120
1818;€22-€72
1819;€59-€95
1820;€28-€55
1821;€28-€111
1822;€62-€139
1823;€8-€59
1824;€42-€145
1825;€5-€39
1826;€66-€157
1827;€95-€185
1828;€41-€55
1829;€48-€128
1830;€45-€60
1831;€210-€210
1832;€22-€75
1833;€5-€70
1834;€30-€101
1835;€38-€54
1836;€5-€44
1837;€31-€82
1838;€8-€53
1839;€22-€82
1840;€59-€69
1841;€12-€48
1842;€15-€46
1843;€28-€66
1844;€50-€160
1845;€11-€90
1846;€22-€43
1847;€59-€135
1848;€23-€75
1849;€21-€42
1850;€17-€75
1851;€9-€9
1852;€98-€180
1853;€16-€84
1854;€39-€179
1855;€19-€54
1856;€33-€58
1857;€18-€75
1858;€39-€39
1859;€27-€60
1860;€36-€150
1861;€44-€90
1862;€29-€85
1863;€19-€48
1864;€4-€75
1865;€58-€80
1866;€8-€99
1867;€32-€45
1868;€40-€130
1869;€13-€75
1870;€23-€25
1871;€70-€200
1872;€4-€331
1873;€10-€69
1874;€49-€189
1875;€9-€57
1876;€26-€75
1877;€70-€250
1878;€29-€35
1879;€37-€83
1880;€17-€76
1881;€35-€79
1882;€0-€2
1883;€66-€90
1884;€95-€250
1885;€92-€263
1886;€35-€90
1887;€45-€55
1888;€50-€58
1889;€75-€80
1890;€25-€43
1891;€210-€395
1892;€50-€95
1893;€75-€185
1894;€50-€200
1895;€45-€110
1896;€4-€10,000,000
1897;€23-€100
1898;€20-€83
1899;€27-€55
1900;€31-€45
1901;€80-€128
1902;€31-€57
1903;€8-€66
1904;€37-€99
1905;€33-€75
1906;€35-€35
1907;€36-€103
1908;€45-€58
1909;€34-€50
1910;€124-€412
1911;€23-€55
1912;€50-€180
1913;€12-€83
1914;€4-€1,242
1915;€5-€1,242
1916;€33-€150
1917;€29-€100
1918;€36-€90
1919;€70-€130
1920;€80-€237
1921;€27-€54
1922;€28-€50
1923;€45-€180
1924;€95-€180
1925;€52-€58
1926;€26-€179
1927;€17-€66
1928;€44-€80
1929;€41-€80
1930;€32-€200
1931;€28-€65
1932;€31-€40
1933;€82-€165
1934;€22-€54
1935;€36-€78
1936;€35-€59
1937;€65-€130
1938;€60-€80
1939;€90-€285
1940;€27-€78
1941;€32-€109
1942;€165-€325
1943;€48-€120
1944;€89-€182
1945;€48-€98
1946;€52-€110
1947;€45-€115
1948;€43-€48
1949;€41-€98
1950;€69-€139
1951;€40-€110
1952;€28-€52
1953;€214-€275
1954;€27-€66
1955;€31-€55
1956;€30-€121
1957;€90-€195
1958;€90-€120
1959;€30-€48
1960;€13-€94
1961;€41-€95
1962;€31-€60
1963;€46-€124
1964;€17-€19
1965;€62-€128
1966;€31-€49
1967;€31-€43
1968;€31-€74
1969;€22-€48
1970;€31-€61
1971;€6-€123
1972;€31-€185
1973;€34-€57
1974;€6-€37
1975;€85-€350
1976;€60-€150
1977;€57-€69
1978;€14-€79
1979;€26-€136
1980;€27-€107
1981;€5-€27
1982;€30-€128
1983;€21-€40
1984;€24-€36
1985;€6-€47
1986;€54-€282
1987;€250-€300
1988;€28-€54
1989;€6-€80
1990;€33-€122
1991;€34-€48
1992;€29-€78
1993;€25-€34
1994;€12-€66
1995;€207-€24,148
1996;€33-€83
1997;€11-€70
1998;€28-€63
1999;€10-€73
2000;€36-€61
2001;€39-€250
2002;€23-€37
2003;€18-€123
2004;€55-€195
2005;€29-€44
2006;€30-€145
2007;€30-€72
2008;€58-€160
2009;€25-€123
2010;€15-€95
2011;€2-€300
2012;€100-€150
2013;€25-€52
2014;€31-€126
2015;€110-€195
2016;€2-€19
2017;€148-€199
2018;€29-€62
2019;€24-€42
2020;€2-€200
2021;€34-€38
2022;€16-€80
2023;€50-€112
2024;€9-€99
2025;€60-€160
2026;€97-€122
2027;€54-€129
2028;€17-€176
2029;€37-€147
2030;€55-€60
2031;€2-€37
2032;€11-€133
2033;€38-€57
2034;€20-€110
2035;€27-€33
2036;€31-€37
2037;€28-€45
2038;€24-€33
2039;€24-€28
2040;€25-€46
2041;€160-€205
2042;€40-€135
2043;€19-€21
2044;€35-€63
2045;€9-€46
2046;€63-€157
2047;€6-€31
2048;€20-€89
2049;€28-€117
2050;€24-€95
2051;€13-€80
2052;€19-€79
2053;€16-€58
2054;€15-€195
2055;€9-€75
2056;€25-€95
2057;€27-€69
2058;€28-€56
2059;€6-€33
2060;€33-€65
2061;€14-€62
2062;€45-€600
2063;€6-€84
2064;€19-€46
2065;€0-€3
2066;€17-€44
2067;€13-€104
2068;€29-€40
2069;€30-€146
2070;€40-€99
2071;€11-€65
2072;€9-€51
2073;€8-€70
2074;€19-€77
2075;€9-€48
2076;€19-€19
2077;€2-€64
2078;€25-€36
2079;€2-€42
2080;€17-€65
2081;€19-€43
2082;€5-€36
2083;€12-€52
2084;€15-€90
2085;€31-€124
2086;€60-€205
2087;€39-€135
2088;€30-€59
2089;€37-€73
2090;€25-€53
2091;€31-€72
2092;€35-€51
2093;€21-€59
2094;€33-€50
2095;€7-€110
2096;€3-€999
2097;€32-€97
2098;€15-€54
2099;€25-€79
2100;€27-€49
2101;€28-€113
2102;€21-€125
2103;€12-€74
2104;€38-€59
2105;€16-€75
2106;€52-€98
2107;€14-€47
2108;€50-€60
2109;€12-€67
2110;€30-€98
2111;€23-€70
2112;€37-€89
2113;€26-€100
2114;€32-€58
2115;€35-€110
2116;€34-€65
2117;€47-€100
2118;€80-€140
2119;€90-€130
2120;€45-€118
2121;€18-€74
2122;€18-€51
2123;€6-€46
2124;€21-€250
2125;€27-€75
2126;€39-€165
2127;€70-€135
2128;€22-€53
2129;€15-€99
2130;€35-€78
2131;€10-€52
2132;€1-€128
2133;€13-€66
2134;€11-€52
2135;€9-€83
2136;€47-€50
2137;€40-€95
2138;€46-€56
2139;€39-€43
2140;€12-€57
2141;€36-€65
2142;€50-€59
2143;€20-€66
2144;€53-€95
2145;€13-€70
2146;€28-€99
2147;€11-€44
2148;€14-€54
2149;€27-€57
2150;€75-€105
2151;€42-€73
2152;€13-€64
2153;€75-€170
2154;€29-€36
2155;€37-€130
2156;€55-€155
2157;€38-€46
2158;€27-€51
2159;€33-€77
2160;€25-€62
2161;€43-€145
2162;€19-€22
2163;€33-€125
2164;€39-€156
2165;€14-€76
2166;€10-€47
2167;€40-€55
2168;€47-€85
2169;€28-€85
2170;€32-€105
2171;€21-€45
2172;€39-€69
2173;€85-€125
2174;€60-€135
2175;€16-€85
2176;€23-€26
2177;€29-€87
2178;€21-€65
2179;€2-€44
2180;€4-€650
2181;€17-€47
2182;€31-€73
2183;€39-€78
2184;€4-€70
2185;€10-€1,480
2186;€29-€34
2187;€5-€500
2188;€12-€47
2189;€29-€90
2190;€63-€94
2191;€42-€85
2192;€35-€148
2193;€72-€145
2194;€36-€55
2195;€11-€58
2196;€90-€140
2197;€14-€75
2198;€48-€130
2199;€18-€59
2200;€22-€58
2201;€10-€80
2202;€21-€95
2203;€52-€52
2204;€25-€67
2205;€36-€85
2206;€42-€42
2207;€39-€80
2208;€55-€150
2209;€16-€17
2210;€27-€41
2211;€75-€150
2212;€28-€120
2213;€8-€42
2214;€46-€49
2215;€22-€95
2216;€17-€56
2217;€42-€125
2218;€35-€200
2219;€22-€100
2220;€29-€69
2221;€40-€45
2222;€36-€50
2223;€31-€70
2224;€29-€116
2225;€54-€108
2226;€90-€175
2227;€25-€119
2228;€24-€71
2229;€66-€205
2230;€3-€85
2231;€52-€79
2232;€9-€400
2233;€7-€99
2234;€95-€130
2235;€26-€138
2236;€35-€126
2237;€41-€60
2238;€3-€49
2239;€80-€210
2240;€12-€85
2241;€49-€150
2242;€29-€118
2243;€39-€130
2244;€20-€77
2245;€85-€90
2246;€22-€63
2247;€37-€65
2248;€10-€78
2249;€19-€200
2250;€20-€53
2251;€58-€104
2252;€2-€33
2253;€14-€58
2254;€43-€93
2255;€27-€106
2256;€34-€114
2257;€29-€32
2258;€8-€46
2259;€10-€95
2260;€5-€80
2261;€7-€450
2262;€15-€115
2263;€65-€85
2264;€18-€90
2265;€30-€66
2266;€23-€27
2267;€11-€155
2268;€10-€63
2269;€27-€43
2270;€21-€245
2271;€24-€283
2272;€55-€105
2273;€17-€80
2274;€9-€52
2275;€19-€140
2276;€49-€200
2277;€20-€51
2278;€32-€100
2279;€26-€80
2280;€33-€42
2281;€90-€150
2282;€31-€142
2283;€13-€69
2284;€42-€166
2285;€150-€325
2286;€11-€54
2287;€58-€141
2288;€57-€180
2289;€100-€300
2290;€33-€67
2291;€21-€170
2292;€21-€61
2293;€50-€115
2294;€25-€83
2295;€20-€72
2296;€2-€79
2297;€32-€131
2298;€39-€75
2299;€25-€54
2300;€65-€120
2301;€32-€34
2302;€18-€150
2303;€10-€83
2304;€39-€53
2305;€23-€90
2306;€45-€120
2307;€55-€65
2308;€43-€123
2309;€8-€75
2310;€20-€63
2311;€12-€129
2312;€79-€119
2313;€55-€55
2314;€24-€85
2315;€4-€55
2316;€42-€60
2317;€26-€48
2318;€29-€46
2319;€6-€98
2320;€16-€57
2321;€36-€56
2322;€2-€26
2323;€35-€130
2324;€35-€87
2325;€130-€390
2326;€22-€57
2327;€29-€61
2328;€26-€47
2329;€24-€34
2330;€58-€98
2331;€21-€37
2332;€3-€52
2333;€31-€31
2334;€17-€59
2335;€68-€78
2336;€30-€56
2337;€12-€69
2338;€7-€51
2339;€40-€52
2340;€59-€129
2341;€3-€45
2342;€37-€110
2343;€31-€62
2344;€41-€64
2345;€900-€1,000
2346;€12-€51
2347;€85-€160
2348;€32-€57
2349;€12-€89
2350;€26-€58
2351;€10-€79
2352;€15-€75
2353;€50-€220
2354;€35-€290
2355;€20-€150
2356;€55-€90
2357;€8-€120
2358;€21-€121
2359;€45-€235
2360;€21-€97
2361;€127-€450
2362;€30-€150
2363;€26-€31
2364;€18-€250
2365;€2-€38
2366;€15-€135
2367;€500-€1,000
2368;€12-€72
2369;€21-€53
2370;€26-€2,000
2371;€32-€79
2372;€13-€126
2373;€32-€38
2374;€31-€39
2375;€65-€125
2376;€28-€89
2377;€7-€80
2378;€28-€62
2379;€76-€120
2380;€72-€75
2381;€31-€63
2382;€11-€47
2383;€41-€50
2384;€28-€28
2385;€3-€33
2386;€3-€800
2387;€30-€86
2388;€12-€125
2389;€25-€86
2390;€27-€45
2391;€15-€72
2392;€18-€89
2393;€27-€65
2394;€40-€250
2395;€32-€47
2396;€59-€82
2397;€7-€53
2398;€60-€180
2399;€8-€34
2400;€95-€160
2401;€32-€130
2402;€23-€96
2403;€28-€47
2404;€30-€61
2405;€24-€37
2406;€29-€165
2407;€39-€88
2408;€13-€72
2409;€12-€61
2410;€20-€59
2411;€50-€500
2412;€65-€150
2413;€80-€130
2414;€40-€90
2415;€20-€74
2416;€120-€150
2417;€19-€47
2418;€100-€1,000
2419;€29-€133
2420;€43-€100
2421;€155-€250
2422;€105-€200
2423;€95-€210
2424;€39-€67
2425;€27-€111
2426;€200-€240
2427;€43-€53
2428;€48-€125
2429;€49-€290
2430;€62-€185
2431;€60-€115
2432;€95-€170
2433;€53-€77
2434;€24-€72
2435;€9-€59
2436;€69-€222
2437;€45-€89
2438;€29-€29
2439;€55-€190
2440;€29-€58
2441;€37-€125
2442;€45-€145
2443;€15-€67
2444;€36-€110
2445;CHF 5-CHF 15
2446;CHF 15-CHF 33
2447;CHF 13-CHF 32
2448;CHF 12-CHF 40
2449;CHF 21-CHF 87
2450;CHF 16-CHF 22
2451;CHF 5-CHF 16
2452;CHF 18-CHF 38
2453;CHF 37-CHF 37
2454;CHF 22-CHF 49
2455;CHF 16-CHF 34
2456;CHF 14-CHF 23
2457;CHF 10-CHF 12
2458;CHF 16-CHF 82
2459;CHF 12-CHF 14
2460;CHF 2-CHF 16
2461;CHF 15-CHF 29
2462;CHF 13-CHF 38
2463;CHF 3-CHF 9
2464;CHF 12-CHF 24
2465;CHF 15-CHF 40
2466;CHF 16-CHF 33
2467;CHF 16-CHF 105
2468;CHF 15-CHF 25
2469;CHF 15-CHF 32
2470;CHF 23-CHF 38
2471;CHF 13-CHF 35
2472;CHF 25-CHF 42
2473;CHF 5-CHF 19
2474;CHF 22-CHF 55
2475;CHF 12-CHF 28
2476;CHF 5-CHF 22
2477;CHF 7-CHF 31
2478;CHF 5-CHF 12
2479;CHF 18-CHF 27
2480;CHF 13-CHF 19
2481;CHF 11-CHF 31
2482;CHF 16-CHF 27
2483;CHF 13-CHF 16
2484;CHF 19-CHF 32
2485;CHF 9-CHF 14
2486;CHF 15-CHF 38
2487;CHF 9-CHF 16
2488;CHF 5-CHF 14
2489;CHF 71-CHF 181
2490;CHF 17-CHF 58
2491;CHF 11-CHF 16
2492;CHF 7-CHF 27
2493;CHF 27-CHF 59
2494;CHF 3-CHF 6
2495;CHF 22-CHF 64
2496;CHF 3-CHF 4
2497;CHF 25-CHF 43
2498;CHF 11-CHF 34
2499;CHF 10-CHF 38
2500;CHF 7-CHF 20
2501;CHF 16-CHF 38
2502;CHF 25-CHF 104
2503;CHF 3-CHF 12
2504;CHF 12-CHF 31
2505;CHF 9-CHF 32
2506;CHF 9-CHF 44
2507;CHF 4-CHF 16
2508;CHF 6-CHF 9
2509;CHF 8-CHF 33
2510;CHF 13-CHF 49
2511;CHF 55-CHF 66
2512;CHF 12-CHF 29
2513;CHF 16-CHF 40
2514;CHF 3-CHF 33
2515;CHF 16-CHF 60
2516;CHF 12-CHF 21
2517;CHF 1,360-CHF 2,054
2518;CHF 8-CHF 16
2519;CHF 11-CHF 23
2520;CHF 8-CHF 49
2521;CHF 20-CHF 49
2522;CHF 14-CHF 35
2523;CHF 5-CHF 38
2524;CHF 16-CHF 37
2525;CHF 5-CHF 33
2526;CHF 16-CHF 44
2527;CHF 15-CHF 39
2528;CHF 21-CHF 34
2529;CHF 5-CHF 26
2530;CHF 13-CHF 26
2531;CHF 20-CHF 66
2532;CHF 33-CHF 37
2533;CHF 13-CHF 31
2534;CHF 19-CHF 42
2535;CHF 10-CHF 42
2536;CHF 11-CHF 26
2537;CHF 15-CHF 44
2538;CHF 9-CHF 12
2539;CHF 14-CHF 40
2540;CHF 21-CHF 50
2541;CHF 8-CHF 18
2542;CHF 13-CHF 23
2543;CHF 15-CHF 104
2544;CHF 16-CHF 16
2545;CHF 7-CHF 26
2546;CHF 12-CHF 32
2547;CHF 5-CHF 13
2548;CHF 16-CHF 71
2549;CHF 8-CHF 31
2550;CHF 4-CHF 27
2551;CHF 3-CHF 16
2552;CHF 16-CHF 50
2553;CHF 5-CHF 11
2554;CHF 10-CHF 43
2555;CHF 4-CHF 8
2556;CHF 2-CHF 30
2557;CHF 31-CHF 82
2558;CHF 38-CHF 66
2559;CHF 14-CHF 20
2560;CHF 1-CHF 3
2561;CHF 23-CHF 55
2562;CHF 11-CHF 37
2563;CHF 4-CHF 24
2564;CHF 11-CHF 36
2565;CHF 14-CHF 42
2566;CHF 11-CHF 25
2567;CHF 18-CHF 33
2568;CHF 11-CHF 35
2569;CHF 8-CHF 12
2570;CHF 15-CHF 27
2571;CHF 2-CHF 110
2572;CHF 21-CHF 67
2573;CHF 34-CHF 64
2574;CHF 9-CHF 26
2575;CHF 16-CHF 55
2576;CHF 8-CHF 13
2577;CHF 7-CHF 41
2578;CHF 11-CHF 38
2579;CHF 32-CHF 132
2580;CHF 16-CHF 43
2581;CHF 15-CHF 19
2582;CHF 18-CHF 55
2583;CHF 18-CHF 30
2584;CHF 65-CHF 87
2585;CHF 27-CHF 66
2586;CHF 22-CHF 38
2587;CHF 20-CHF 69
2588;CHF 16-CHF 47
2589;CHF 21-CHF 40
2590;CHF 15-CHF 55
2591;CHF 21-CHF 49
2592;CHF 18-CHF 37
2593;CHF 12-CHF 16
2594;CHF 2-CHF 7
2595;CHF 5-CHF 32
2596;CHF 7-CHF 19
2597;CHF 18-CHF 66
2598;CHF 24-CHF 44
2599;€20-€85
2600;€4-€33
2601;€17-€61
2602;€65-€245
2603;€5-€52
2604;€50-€50
2605;€6-€52
2606;€16-€95
2607;€23-€59
2608;€36-€75
2609;€36-€43
2610;€35-€250
2611;€44-€65
2612;€38-€60
2613;€49-€85
2614;€95-€260
2615;€35-€100
2616;€49-€90
2617;€49-€70
2618;€14-€70
2619;€51-€65
2620;€35-€109
2621;€28-€79
2622;€27-€77
2623;€42-€79
2624;€22-€68
2625;€35-€93
2626;€70-€220
2627;€24-€57
2628;€30-€84
2629;€550-€1,500
2630;€33-€54
2631;€43-€76
2632;€145-€195
2633;€32-€49
2634;€25-€125
2635;€7-€120
2636;€14-€68
2637;€29-€125
2638;€8-€79
2639;€18-€66
2640;€33-€135
2641;€125-€200
2642;€22-€66
2643;€58-€77
2644;€29-€105
2645;€55-€108
2646;€38-€105
2647;€27-€87
2648;€6-€62
2649;€4-€57
2650;€2-€70
2651;€30-€43
2652;€0-€5
2653;€9-€189
2654;€21-€90
2655;€4-€61
2656;€140-€175
2657;€4-€83
2658;€25-€88
2659;€36-€79
2660;€14-€63
2661;€19-€76
2662;€21-€71
2663;€5-€43
2664;€63-€63
2665;€58-€108
2666;€32-€89
2667;€29-€95
2668;€27-€105
2669;€4-€31
2670;€28-€105
2671;€25-€110
2672;€95-€191
2673;€30-€118
2674;€23-€63
2675;€49-€244
2676;€5-€34
2677;€33-€47
2678;€8-€80
2679;€33-€166
2680;€19-€139
2681;€35-€58
2682;€15-€78
2683;€17-€166
2684;€30-€47
2685;€27-€50
2686;€21-€24
2687;€15-€108
2688;€26-€54
2689;€8-€90
2690;€32-€127
2691;€53-€80
2692;€40-€40
2693;€36-€58
2694;€24-€47
2695;€9-€120
2696;€17-€67
2697;€35-€43
2698;€32-€33
2699;€32-€74
2700;€35-€155
2701;€2-€191
2702;€37-€58
2703;€33-€39
2704;€8-€149
2705;€3-€500
2706;€6-€58
2707;€19-€71
2708;€22-€85
2709;€24-€61
2710;€58-€81
2711;€27-€38
2712;€35-€92
2713;€19-€95
2714;€28-€75
2715;€52-€131
2716;€2-€62
2717;€32-€72
2718;€11-€66
2719;€20-€189
2720;€11-€95
2721;€14-€78
2722;€70-€150
2723;€28-€46
2724;€38-€58
2725;€50-€105
2726;€14-€86
2727;€28-€59
2728;€2-€32
2729;€16-€44
2730;€10-€159
2731;€5-€48
2732;€17-€125
2733;€10-€99
2734;€5-€37
2735;€18-€21
2736;€34-€80
2737;€25-€200
2738;€39-€98
2739;€24-€66
2740;€41-€57
2741;€22-€92
2742;€19-€69
2743;€24-€53
2744;€26-€130
2745;€46-€69
2746;€10-€82
2747;€77-€94
2748;€115-€220
2749;€30-€124
2750;€21-€85
2751;€20-€69
2752;€6-€72
2753;€30-€200
2754;€16-€86
2755;€52-€10,434
2756;€40-€85
2757;€22-€46
2758;€14-€56
2759;€10-€1,000
2760;€54-€91
2761;€24-€144
2762;€24-€70
2763;€61-€121
2764;€40-€49
2765;€3-€160
2766;€33-€100
2767;€9-€90
2768;€31-€91
2769;€9-€998
2770;€65-€105
2771;€30-€78
2772;€17-€18
2773;€27-€63
2774;€12-€86
2775;€32-€125
2776;€12-€150
2777;€86-€135
2778;€25-€99
2779;€28-€90
2780;€38-€52
2781;€13-€99
2782;€17-€64
2783;€58-€90
2784;€79-€120
2785;€65-€95
2786;€15-€63
2787;€19-€20
2788;€17-€51
2789;€49-€89
2790;€24-€98
2791;€8-€57
2792;€71-€205
2793;€42-€105
2794;€34-€34
2795;€23-€99
2796;€30-€54
2797;€22-€84
2798;€49-€100
2799;€29-€42
2800;€27-€39
2801;€28-€67
2802;€40-€67
2803;€2-€89
2804;€9-€43
2805;€52-€90
2806;€13-€62
2807;€37-€87
2808;€20-€58
2809;€20-€124
2810;€39-€41
2811;€29-€110
2812;€45-€68
2813;€13-€120
2814;€13-€52
2815;€26-€62
2816;€24-€115
2817;€34-€36
2818;€7-€56
2819;€27-€52
2820;€32-€116
2821;€50-€99
2822;€31-€65
2823;€42-€61
2824;€9-€79
2825;€4-€48
2826;€49-€122
2827;€37-€49
2828;€22-€89
2829;€200-€350
2830;€8-€1,350
2831;€25-€26
2832;€37-€43
2833;€1,700-€2,500
2834;€35-€85
2835;€8-€55
2836;€29-€83
2837;€42-€55
2838;€3-€27
2839;€47-€57
2840;€19-€57
2841;€20-€78
2842;€32-€32
2843;€60-€65
2844;€33-€57
2845;€34-€52
2846;€10-€160
2847;€53-€74
2848;€32-€80
2849;€32-€132
2850;€35-€84
2851;€45-€139
2852;€79-€109
2853;€41-€69
2854;€78-€78
2855;€39-€64
2856;€100-€410
2857;€31-€600
2858;€3-€38
2859;€41-€41
2860;€6-€39
2861;€22-€80
2862;€25-€73
2863;€49-€215
2864;€49-€98
2865;€58-€120
2866;€3-€60
2867;€24-€77
2868;€23-€120
2869;€48-€209
2870;€34-€84
2871;€32-€98
2872;€12-€70
2873;€21-€77
2874;€10-€65
2875;€29-€54
2876;€38-€55
2877;€36-€54
2878;€70-€90
2879;€36-€98
2880;€115-€135
2881;€2-€36
2882;€26-€78
2883;€20-€82
2884;€36-€104
2885;€28-€115
2886;€16-€53
2887;€33-€85
2888;€13-€67
2889;€25-€72
2890;€55-€70
2891;€49-€159
2892;€33-€53
2893;€45-€87
2894;€22-€67
2895;€29-€43
2896;€20-€105
2897;€38-€97
2898;€11-€57
2899;€38-€50
2900;€13-€44
2901;€9-€54
2902;€75-€280
2903;€15-€500
2904;€66-€131
2905;€45-€93
2906;€35-€62
2907;€68-€95
2908;€52-€69
2909;€32-€42
2910;€37-€52
2911;€48-€165
2912;€18-€122
2913;€28-€34
2914;€19-€99
2915;€57-€132
2916;€27-€166
2917;€34-€59
2918;€16-€47
2919;€6-€44
2920;€3-€80
2921;€31-€41
2922;€26-€197
2923;€38-€116
2924;€20-€300
2925;€58-€190
2926;€12-€133
2927;€95-€305
2928;€38-€40
2929;€10-€57
2930;€57-€100
2931;€7-€46
2932;€19-€90
2933;€41-€92
2934;€47-€132
2935;€80,000-€500,000
2936;€48-€230
2937;€32-€95
2938;€36-€120
2939;€1,666-€2,082
2940;€11-€1,980
2941;€65-€80
2942;€18-€139
2943;€59-€105
2944;€60-€100
2945;€30-€34
2946;€7-€71
