price_id;price_range
2947;€24-€78
2948;€20-€61
2949;€10-€233
2950;€25-€76
2951;€34-€100
2952;€34-€40
2953;€20-€79
2954;€4-€44
2955;€21-€105
2956;€48-€55
2957;€27-€42
2958;€6-€88
2959;€48-€78
2960;€21-€68
2961;€33-€49
2962;€19-€78
2963;€32-€107
2964;€5-€57
2965;€18-€83
2966;€30-€74
2967;€58-€62
2968;€36-€125
2969;€44-€75
2970;€14-€98
2971;€10-€56
2972;€13-€53
2973;€25-€87
2974;€1,666-€41,644
2975;€43-€85
2976;€50-€98
2977;€18-€63
2978;€7-€59
2979;€57-€139
2980;€20-€71
2981;€11-€82
2982;€11-€63
2983;€3-€101
2984;€39-€48
2985;€27-€83
2986;€11-€62
2987;€29-€150
2988;€14-€130
2989;€19-€23
2990;€27-€82
2991;€6-€49
2992;€39-€115
2993;€17-€72
2994;€516-€37,313
2995;€34-€69
2996;€22-€56
2997;€45-€195
2998;€26-€76
2999;€2-€150
3000;€10-€51
3001;€65-€65
3002;€2-€39
3003;€27-€72
3004;€38-€72
3005;€29-€190
3006;€18-€18
3007;€47-€179
3008;€52-€66
3009;€30-€140
3010;€64-€114
3011;€75-€145
3012;€60-€72
3013;€6-€76
3014;€42-€68
3015;€53-€76
3016;€49-€80
3017;€12-€63
3018;€18-€67
3019;€55-€174
3020;€26-€59
3021;€54-€124
3022;€38-€99
3023;€49-€95
3024;€61-€184
3025;€37-€96
3026;€19-€85
3027;€39-€149
3028;€30-€63
3029;€16-€72
3030;€26-€56
3031;€14-€61
3032;€15-€200
3033;€25-€66
3034;€32-€96
3035;€21-€79
3036;€80-€190
3037;€19-€83
3038;€29-€88
3039;€43-€87
3040;€47-€200
3041;€35-€98
3042;€21-€104
3043;€24-€67
3044;€7-€83
3045;€33-€221
3046;€41-€56
3047;€32-€39
3048;€23-€97
3049;€27-€46
3050;€40-€96
3051;€38-€98
3052;€37-€64
3053;€28-€84
3054;€56-€111
3055;€6-€64
3056;€41-€120
3057;€23-€44
3058;€19-€56
3059;€5-€46
3060;€4-€38
3061;€5-€350
3062;€10-€200
3063;€5-€75
3064;€51-€84
3065;€28-€76
3066;€47-€118
3067;€48-€60
3068;€5-€140
3069;€21-€80
3070;€2-€1,000
3071;€35-€125
3072;€30-€36
3073;€4-€125
3074;€11-€99
3075;€27-€79
3076;€78-€98
3077;€789-€1,121
3078;€30-€125
3079;€37-€61
3080;€250-€750
3081;€38-€85
3082;€12-€77
3083;€12-€64
3084;€42-€83
3085;€23-€51
3086;€8-€68
3087;€32-€35
3088;€65-€67
3089;€632-€2,299
3090;€63-€86
3091;€517-€992
3092;€17-€57
3093;€17-€63
3094;€2-€2,299
3095;€14-€57
3096;€2-€115
3097;€2-€57
3098;€54-€54
3099;€39-€58
3100;€2-€52
3101;€5-€1,151
3102;€58-€690
3103;€35-€81
3104;€41-€162
3105;€23-€58
3106;€102-€102
3107;€34-€136
3108;€29-€52
3109;€5-€41
3110;€3-€58
3111;€29-€92
3112;€12-€115
3113;€24-€24
3114;€60-€60
3115;€31-€86
3116;€207-€1,656
3117;€310-€621
3118;€58-€115
3119;€12-€11,506
3120;€6-€115
3121;€68-€91
3122;€63-€138
3123;€6-€43
3124;€17-€92
3125;€7-€74
3126;€36-€95
3127;€37-€47
3128;€6-€109
3129;€63-€91
3130;€4-€952
3131;€248-€1,076
3132;€7-€115
3133;€92-€2,180
3134;€34-€60
3135;€23-€104
3136;€1,682-€142,304
3137;€40-€86
3138;€18-€53
3139;€41-€164
3140;€23-€92
3141;€12-€1,151
3142;€46-€52
3143;€6-€54
3144;€115-€575
3145;€915-€1,145
3146;€115-€2,180
3147;€21-€81
3148;€2-€621
3149;€4-€149
3150;€190-€538
3151;€8-€43
3152;€46-€230
3153;€6-€575
3154;€46-€86
3155;€22-€81
3156;€12-€138
3157;€23-€138
3158;€3-€62
3159;€391-€426
3160;€41-€83
3161;€290-€621
3162;€3-€69
3163;€31-€36
3164;€207-€276
3165;€2-€104
3166;€46-€173
3167;€2-€81
3168;€14-€115
3169;€9-€115
3170;€26-€44
3171;€12-€81
3172;€6-€81
3173;€52-€172
3174;€989-€1,490
3175;€51-€51
3176;€2-€58
3177;€13-€115
3178;€4-€54
3179;€6-€66
3180;€21-€23
3181;€4-€46
3182;€3-€39
3183;€9-€62
3184;€6-€345
3185;€11-€59
3186;€3-€63
3187;€5-€1,155
3188;€2-€46
3189;€911-€2,070
3190;€6-€1,151
3191;€33-€133
3192;€6-€2,014
3193;€17-€115
3194;€3-€230
3195;€28-€82
3196;€8-€172
3197;€6-€57
3198;€40-€79
3199;€13-€58
3200;€2-€910
3201;€61-€61
3202;€69-€104
3203;€46-€75
3204;€86-€86
3205;€31-€156
3206;€5-€69
3207;€45-€114
3208;€35-€72
3209;€33-€41
3210;€3-€34
3211;€23-€74
3212;€2-€345
3213;€11-€92
3214;€5-€56
3215;€14-€92
3216;€11-€64
3217;€44-€44
3218;€6-€68
3219;€113-€113
3220;€46-€115
3221;€37-€37
3222;€11-€109
3223;€29-€172
3224;€23-€115
3225;€132-€264
3226;€6-€41
3227;€6-€86
3228;€30-€57
3229;€69-€92
3230;€7-€69
3231;€3-€109
3232;€57-€57
3233;€3-€67
3234;€2-€43
3235;€45-€52
3236;€55-€67
3237;€7-€66
3238;€114-€114
3239;€3-€57
3240;€69-€144
3241;€24-€74
3242;€34-€46
3243;€18-€101
3244;€5-€68
3245;€92-€144
3246;€9-€1,150
3247;€41-€46
3248;€34-€43
3249;€17-€82
3250;€5-€53
3251;€244-€658
3252;€43-€43
3253;€6-€1,150
3254;€92-€93
3255;€2-€11,497
3256;€23-€172
3257;€93-€93
3258;€11-€115
3259;€34-€115
3260;€345-€799
3261;€7-€54
3262;€40-€46
3263;€86-€144
3264;€17-€172
3265;€7-€57
3266;€8-€92
3267;€57-€80
3268;€34-€90
3269;€2-€63
3270;€115-€11,499
3271;€35-€53
3272;€2-€2,644
3273;€57-€5,749
3274;€3-€48
3275;€7-€63
3276;€1,034-€1,264
3277;€17-€103
3278;€8-€86
3279;€17-€230
3280;€40-€56
3281;€86-€195
3282;€40-€69
3283;€33-€82
3284;€2-€69
3285;€36-€44
3286;€34-€86
3287;€8-€109
3288;€34-€92
3289;€11-€290
3290;€40-€92
3291;€37-€98
3292;€71-€71
3293;€83-€114
3294;€6-€805
3295;€40-€68
3296;€414-€1,092
3297;€2-€51
3298;€27-€108
3299;€3-€115
3300;€299-€684
3301;€1-€6
3302;€33-€91
3303;€7-€1,834
3304;€21-€56
3305;€52-€86
3306;€17-€379
3307;€73-€73
3308;€29-€57
3309;€4-€66
3310;€22-€24
3311;€13-€575
3312;€7-€103
3313;€2-€823
3314;€23-€109
3315;€17-€345
3316;€8-€891
3317;€8-€51
3318;€405-€869
3319;€75-€103
3320;€52-€109
3321;€33-€87
3322;€98-€98
3323;€58-€112
3324;€42-€76
3325;€23-€80
3326;€11-€1,150
3327;€11-€207
3328;€3-€72
3329;€23-€86
3330;€11-€11,499
3331;€52-€63
3332;€47-€47
3333;€59-€59
3334;€66-€66
3335;€5-€2,242
3336;€38-€63
3337;€11-€113
3338;€661-€862
3339;CHF 6-CHF 51
3340;CHF 4-CHF 10
3341;CHF 5-CHF 9
3342;CHF 3-CHF 8
3343;CHF 83-CHF 95
3344;CHF 5-CHF 8
3345;CHF 3-CHF 10
3346;CHF 15-CHF 23
3347;CHF 13-CHF 51
3348;CHF 9-CHF 19
3349;CHF 5-CHF 62
3350;CHF 51-CHF 63
3351;CHF 13-CHF 25
3352;CHF 25-CHF 51
3353;CHF 10-CHF 41
3354;CHF 6-CHF 42
3355;CHF 4-CHF 5
3356;CHF 9-CHF 25
3357;CHF 6-CHF 25
3358;CHF 5-CHF 23
3359;CHF 14-CHF 26
3360;CHF 4-CHF 26
3361;CHF 19-CHF 25
3362;CHF 8-CHF 25
3363;CHF 10-CHF 63
3364;CHF 3-CHF 20
3365;CHF 19-CHF 63
3366;CHF 10-CHF 51
3367;CHF 32-CHF 32
3368;CHF 8-CHF 76
3369;CHF 11-CHF 32
3370;CHF 13-CHF 635
3371;CHF 6-CHF 1,270
3372;CHF 13-CHF 30
3373;CHF 13-CHF 63
3374;CHF 8-CHF 108
3375;CHF 7-CHF 23
3376;CHF 2-CHF 32
3377;CHF 361-CHF 818
3378;CHF 10-CHF 44
3379;CHF 6-CHF 66
3380;CHF 6-CHF 29
3381;CHF 25-CHF 57
3382;CHF 4-CHF 38
3383;CHF 10-CHF 89
3384;CHF 5-CHF 30
3385;CHF 4-CHF 19
3386;CHF 41-CHF 51
3387;CHF 8-CHF 32
3388;CHF 19-CHF 75
3389;CHF 32-CHF 89
3390;CHF 17-CHF 29
3391;CHF 13-CHF 34
3392;CHF 5-CHF 25
3393;CHF 5-CHF 63
3394;CHF 5-CHF 44
3395;CHF 6-CHF 10
3396;CHF 3-CHF 25
3397;CHF 19-CHF 70
3398;CHF 19-CHF 28
3399;CHF 11-CHF 70
3400;CHF 3-CHF 37
3401;CHF 4-CHF 37
3402;CHF 15-CHF 34
3403;CHF 10-CHF 74
3404;CHF 23-CHF 114
3405;CHF 6-CHF 32
3406;CHF 15-CHF 76
3407;CHF 3-CHF 19
3408;CHF 15-CHF 51
3409;CHF 13-CHF 76
3410;CHF 6-CHF 38
3411;CHF 3-CHF 38
3412;CHF 13-CHF 127
3413;CHF 6-CHF 63
3414;CHF 5-CHF 34
3415;CHF 3-CHF 14
3416;CHF 13-CHF 15
3417;CHF 3-CHF 15
3418;CHF 3-CHF 22
3419;€27-€27
3420;€57-€60
3421;€6-€103
3422;€9-€64
3423;€2-€2,874
3424;€41-€81
3425;€34-€172
3426;€5-€87
3427;€57-€138
3428;€23-€83
3429;€24-€73
3430;€50-€54
3431;€74-€81
3432;€23-€53
3433;€11-€575
3434;€15-€575
3435;€33-€37
3436;€40-€42
3437;€48-€54
3438;€46-€50
3439;€98-€102
3440;€44-€49
3441;€57-€172
3442;€38-€49
3443;€31-€53
3444;€44-€55
3445;€40-€41
3446;€69-€80
3447;€56-€115
3448;€57-€190
3449;€34-€98
3450;€2-€61
3451;€26-€254
3452;€75-€98
3453;€46-€92
3454;€2-€82
3455;€33-€93
3456;€67-€101
3457;€7-€92
3458;€36-€144
3459;€28-€92
3460;€52-€115
3461;€5-€5
3462;€8-€112
3463;€75-€288
3464;€17-€1,151
3465;€2-€173
3466;€31-€127
3467;€12-€82
3468;€28-€184
3469;€32-€138
3470;€29-€63
3471;€29-€575
3472;€75-€230
3473;€12-€114
3474;€23-€81
3475;€4-€148
3476;€9-€92
3477;€53-€127
3478;€23-€127
3479;€49-€124
3480;€17-€81
3481;€8-€63
3482;€12-€230
3483;€2-€92
3484;€58-€173
3485;€30-€52
3486;€18-€64
3487;€6-€79
3488;€6-€138
3489;€6-€85
3490;€68-€138
3491;€46-€1,151
3492;€515-€2,474
3493;€92-€173
3494;€45-€78
3495;€35-€46
3496;€17-€1,835
3497;€46-€46
3498;€40-€58
3499;€138-€173
3500;€40-€261
3501;€98-€173
3502;€40-€138
3503;€75-€104
3504;€37-€81
3505;€69-€86
3506;€8-€54
3507;€12-€173
3508;€17-€575
3509;€46-€58
3510;€13-€61
3511;€23-€460
3512;€75-€91
3513;€5-€58
3514;€17-€104
3515;€35-€86
3516;€23-€230
3517;€46-€81
3518;€6-€166
3519;€40-€109
3520;€26-€87
3521;€40-€44
3522;€138-€161
3523;€29-€109
3524;€56-€113
3525;€45-€345
3526;€29-€104
3527;€43-€104
3528;€29-€173
3529;€3-€41
3530;€52-€288
3531;€92-€115
3532;€115-€230
3533;€3-€92
3534;€69-€127
3535;€23-€114
3536;€55-€58
3537;€23-€67
3538;€41-€115
3539;€40-€127
3540;€30-€71
3541;€224-€230
3542;€58-€138
3543;€3-€54
3544;€46-€104
3545;€35-€288
3546;€52-€92
3547;€3-€81
3548;€75-€173
3549;€75-€144
3550;€45-€173
3551;€40-€173
3552;€577-€1,650
3553;€25-€92
3554;€49-€99
3555;€69-€167
3556;€6-€63
3557;€47-€90
3558;€12-€92
3559;€12-€288
3560;€6-€230
3561;€39-€62
3562;€17-€173
3563;€13-€518
3564;€52-€75
3565;€47-€86
3566;€28-€30
3567;€34-€62
3568;€21-€63
3569;€29-€74
3570;€104-€230
3571;€4-€206
3572;€8-€82
3573;€2-€114
3574;€13-€63
3575;€12-€104
3576;€17-€161
3577;€5-€86
3578;€63-€104
3579;€33-€36
3580;€5-€148
3581;€33-€46
3582;€48-€61
3583;€26-€51
3584;€82-€247
3585;€5-€66
3586;€5-€106
3587;€2-€54
3588;€115-€5,753
3589;€14-€173
3590;€46-€219
3591;€26-€86
3592;€6-€131
3593;€7-€81
3594;€58-€92
3595;€92-€127
3596;€3-€86
3597;€32-€104
3598;€4-€124
3599;€17-€98
3600;€29-€138
3601;€18-€92
3602;€14-€114
3603;€1-€12
3604;€51-€155
3605;€63-€92
3606;€60-€103
3607;€92-€184
3608;€29-€86
3609;€44-€176
3610;€38-€109
3611;€46-€66
3612;€80-€213
3613;€52-€178
3614;€11-€86
3615;€47-€92
3616;€17-€128
3617;€34-€91
3618;€57-€575
3619;€40-€167
3620;€60-€159
3621;€34-€94
3622;€38-€126
3623;€34-€71
3624;€14-€138
3625;€23-€61
3626;€49-€54
3627;€40-€172
3628;€32-€229
3629;€24-€51
3630;€18-€117
3631;€68-€68
3632;€40-€54
3633;€34-€103
3634;€33-€138
3635;€23-€56
3636;€80-€80
3637;€18-€78
3638;€87-€143
3639;€22-€70
3640;€83-€83
3641;€37-€46
3642;€13-€71
3643;€76-€76
3644;€127-€127
3645;€68-€80
3646;€11-€161
3647;€13-€77
3648;€10-€107
3649;€34-€575
3650;€31-€44
3651;€37-€41
3652;€66-€68
3653;€67-€71
3654;€118-€118
3655;€26-€69
3656;€22-€47
3657;€26-€104
3658;€8-€115
3659;€33-€40
3660;€59-€235
3661;€22-€115
3662;€42-€170
3663;€20-€263
3664;€46-€51
3665;€28-€155
3666;€27-€53
3667;€37-€56
3668;€23-€77
3669;€56-€114
3670;€11-€224
3671;€39-€89
3672;€34-€230
3673;€2-€138
3674;€23-€2,300
3675;€37-€106
3676;€46-€83
3677;€2-€67
3678;€35-€39
3679;€34-€149
3680;€65-€75
3681;€45-€47
3682;€48-€52
3683;€2-€575
3684;€8-€345
3685;€5-€74
3686;€66-€71
3687;€33-€34
3688;€53-€57
3689;€5-€47
3690;€207-€402
3691;€2-€31
3692;€34-€54
3693;€57-€126
3694;€57-€92
3695;€10-€109
3696;€9-€63
3697;€138-€201
3698;€13-€57
3699;€61,188-€6,847,366
3700;€32-€326
3701;€72-€72
3702;€103-€3,437
3703;€40-€117
3704;€250-€499
3705;€3-€149
3706;€2-€1,150
3707;€32-€66
3708;€115-€1,150
3709;€6-€11,496
3710;€7-€7
3711;€45-€92
3712;€8-€84
3713;€495-€1,814
3714;€29-€71
3715;€67-€67
3716;€46-€57
3717;€2-€171
3718;€29-€113
3719;€4-€1,244
3720;€575-€1,150
3721;€46-€109
3722;€458-€749
3723;€24-€27
3724;€41-€163
3725;€6-€92
3726;€54-€112
3727;€6-€460
3728;€14-€575
3729;€6-€1,373
3730;€18-€86
3731;€40-€126
3732;€67-€207
3733;€5-€161
3734;€11-€287
3735;€18-€68
3736;€24-€109
3737;€2-€690
3738;€101-€102
3739;€17-€120
3740;€357-€998
3741;€29-€98
3742;€34-€63
3743;€21-€51
3744;€1,150-€1,150
3745;€2-€166
3746;€69-€70
3747;€10-€72
3748;€80-€195
3749;€103-€103
3750;€64-€207
3751;€103-€201
3752;€44-€52
3753;€5-€67
3754;€28-€29
3755;€59-€60
3756;€103-€132
3757;€2-€344
3758;€9-€66
3759;€8-€72
3760;€310-€494
3761;€15-€109
3762;€67-€109
3763;€13-€56
3764;€2-€109
3765;€42-€169
3766;€6-€172
3767;€11-€230
3768;€25-€63
3769;€21-€86
3770;€7-€109
3771;€30-€31
3772;€57-€229
3773;€32-€63
3774;€6-€1,149
3775;€85-€85
3776;€62-€62
3777;€7-€70
3778;€2-€53
3779;€2-€460
3780;€11-€84
3781;€126-€126
3782;€17-€460
3783;€47-€146
3784;€25-€115
3785;€9-€87
3786;€37-€103
3787;€115-€34,484
3788;€34-€55
3789;€569-€2,063
3790;€32-€113
3791;€6-€155
3792;€103-€126
3793;€23-€103
3794;€48-€56
3795;€7-€76
3796;€977-€1,897
3797;€33-€90
3798;€13-€287
3799;€115-€1,149
3800;€10-€126
3801;€11-€56
3802;€11-€68
3803;€10-€345
3804;€40-€103
3805;€20-€1,149
3806;€86-€138
3807;€2-€458
3808;€53-€53
3809;€46-€62
3810;€26-€102
3811;€9-€101
3812;€115-€172
3813;€412-€1,410
3814;€14-€1,149
3815;€23-€747
3816;€23-€287
3817;€2-€172
3818;€34-€137
3819;€13-€51
3820;CHF 39-CHF 39
3821;CHF 27-CHF 37
3822;CHF 5-CHF 21
3823;CHF 15-CHF 101
3824;CHF 13-CHF 114
3825;CHF 5-CHF 6
3826;CHF 38-CHF 50
3827;CHF 3-CHF 5
3828;CHF 3-CHF 32
3829;CHF 13-CHF 57
3830;CHF 15-CHF 24
3831;CHF 15-CHF 74
3832;CHF 5-CHF 28
3833;CHF 14-CHF 24
3834;CHF 34-CHF 34
3835;CHF 35-CHF 39
3836;CHF 58-CHF 58
3837;CHF 8-CHF 42
3838;CHF 8-CHF 37
3839;CHF 15-CHF 43
3840;CHF 5-CHF 20
3841;CHF 9-CHF 10
3842;CHF 4-CHF 74
3843;CHF 4-CHF 49
3844;CHF 59-CHF 59
3845;CHF 23-CHF 44
3846;CHF 10-CHF 50
3847;CHF 6-CHF 24
3848;CHF 8-CHF 21
3849;CHF 27-CHF 41
3850;CHF 25-CHF 63
3851;CHF 9-CHF 13
3852;CHF 25-CHF 38
3853;CHF 15-CHF 37
3854;CHF 14-CHF 50
3855;CHF 14-CHF 19
3856;CHF 4-CHF 21
3857;CHF 18-CHF 29
3858;CHF 10-CHF 40
3859;CHF 19-CHF 50
3860;CHF 19-CHF 85
3861;CHF 21-CHF 38
3862;CHF 8-CHF 10
3863;CHF 8-CHF 35
3864;CHF 23-CHF 39
3865;CHF 38-CHF 76
3866;CHF 6-CHF 30
3867;CHF 3-CHF 442
3868;CHF 32-CHF 82
3869;CHF 30-CHF 56
3870;CHF 13-CHF 252
3871;CHF 4-CHF 20
3872;CHF 7-CHF 37
3873;CHF 16-CHF 46
3874;€40-€156
3875;€24-€52
3876;€259-€977
3877;€29-€661
3878;€45-€71
3879;€8-€67
3880;€8-€10,000
3881;€5-€103
3882;€31-€47
3883;€12-€229
3884;€87-€87
3885;€9-€67
3886;€5-€81
3887;€52-€161
3888;€29-€147
3889;€35-€116
3890;€63-€75
3891;€17-€71
3892;€2-€706
3893;€915-€2,302
3894;€290-€1,241
3895;€32-€53
3896;€33-€134
3897;€8-€71
3898;€56-€56
3899;€3-€55
3900;€38-€73
3901;€42-€66
3902;€5-€71
3903;€86-€173
3904;€2-€328
3905;€53-€54
3906;€33-€81
3907;€2-€426
3908;€576-€2,877
3909;€29-€53
3910;€5-€62
3911;€394-€1,805
3912;€40-€207
3913;€62-€94
3914;€9-€136
3915;€58-€1,382
3916;€2-€98
3917;€6-€864
3918;€30-€51
3919;€10-€129
3920;€24-€46
3921;€2-€165
3922;€38-€131
3923;€48-€81
3924;€37-€60
3925;€32-€36
3926;€6-€56
3927;€575-€1,611
3928;€10-€53
3929;€16-€109
3930;€10-€115
3931;€44-€114
3932;€12-€11,514
3933;€23-€68
3934;€96-€96
3935;€18-€126
3936;€3-€173
3937;€13-€576
3938;€6-€173
3939;€2-€576
3940;€69-€1,154
3941;€5-€92
3942;€52-€87
3943;€3-€68
3944;€92-€1,616
3945;€46-€67
3946;€17-€588
3947;€100-€127
3948;€30-€58
3949;€38-€81
3950;€22-€121
3951;€457-€832
3952;€6-€104
3953;€8-€1,153
3954;€67-€72
3955;€2-€102
3956;€329-€1,160
3957;€333-€2,162
3958;€15-€81
3959;€5-€110
3960;€29-€127
3961;€69-€82
3962;€75-€110
3963;€17-€150
3964;€44-€99
3965;€456-€2,072
3966;€329-€329
3967;€6-€83
3968;€28-€87
3969;€35-€1,154
3970;€2-€231
3971;€31-€81
3972;€58-€139
3973;€249-€1,243
3974;€1,518-€2,309
3975;€290-€997
3976;€14-€11,543
3977;€28-€33
3978;€23-€87
3979;€28-€57
3980;€41-€51
3981;€6-€346
3982;€3-€254
3983;€45-€103
3984;€32-€88
3985;€374-€748
3986;€11-€832
3987;€47-€115
3988;€12-€1,154
3989;€3-€110
3990;€113-€144
3991;€8-€81
3992;€2-€1,154
3993;€5-€114
3994;€5-€63
3995;€1,895-€2,295
3996;€14-€152
3997;€13-€73
3998;€12-€289
3999;€110-€110
4000;€52-€84
4001;€6-€87
4002;€2-€254
4003;€5-€1,154
4004;€29,108-€37,424
4005;€60-€122
4006;€31-€46
4007;€29-€231
4008;€13-€135
4009;€2-€59
4010;€110-€144
4011;€687-€687
4012;€65-€87
4013;€82-€82
4014;€5-€115
4015;€51-€60
4016;€2-€11,543
4017;€81-€179
4018;€40-€47
4019;€7-€142,504,064
4020;€9-€81
4021;€3-€73
4022;€571-€1,957
4023;€20-€87
4024;€6-€1,500
4025;€14-€93
4026;€28-€139
4027;€375-€1,041
4028;€34-€41
4029;€17-€87
4030;€6-€1,158
4031;€405-€1,615
4032;€8-€93
4033;€284-€666
4034;€29-€81
4035;€3-€984
4036;€30-€41
4037;€7-€62
4038;€35-€36
4039;€41-€58
4040;€12-€116
4041;€10-€1,963
4042;€22-€120
4043;€34-€45
4044;€39-€93
4045;€38-€112
4046;€4-€416
4047;€12-€405
4048;€457-€921
4049;€32-€84
4050;€2-€116
4051;€29-€64
4052;€179-€278
4053;€75-€179
4054;€81-€984
4055;€12-€1,158
4056;€9-€232
4057;€151-€197
4058;€7-€64
4059;€4-€79
4060;€42-€47
4061;€1,274-€1,621
4062;€58-€110
4063;€6-€579
4064;€15-€71
4065;€14-€347
4066;€15-€579
4067;€23-€2,316
4068;€17-€290
4069;€2-€174
4070;€15-€91
4071;€58-€579
4072;€35-€66
4073;€174-€347
4074;€97-€97
4075;€17-€116
4076;€12-€1,112
4077;€8-€64
4078;€42-€172
4079;€29-€203
4080;€49-€72
4081;€42-€58
4082;€6-€116
4083;€116-€579
4084;€47-€73
4085;€3-€98
4086;€34-€166
4087;€57-€95
4088;€695-€2,316
4089;€60-€239
4090;€115-€689
4091;€42-€49
4092;€10-€64
4093;€27-€56
4094;€1,390-€3,474
4095;€64-€87
4096;€14-€87
4097;€35-€49
4098;€12-€2,316
4099;€457-€1,384
4100;€98-€174
4101;€14-€232
4102;€34-€35
4103;€9-€117
4104;€36-€47
4105;€496-€1,666
4106;€3-€232
4107;€33-€106
4108;€70-€70
4109;€6-€185
4110;€329-€829
4111;€23-€82
4112;€10-€93
4113;€35-€149
4114;€85-€170
4115;€5-€93
4116;€5-€1,158
4117;€416-€1,124
4118;€45-€83
4119;€110-€151
4120;€2-€232
4121;€583-€1,249
4122;€573-€1,036
4123;€2-€811
4124;€579-€1,412
4125;€28-€86
4126;€3-€116
4127;€115-€5,773
4128;€1,149-€2,880
4129;€300-€964
4130;€46-€55
4131;€52-€127
4132;€17-€577
4133;€42-€45
4134;€2-€1,149
4135;€81-€81
4136;€498-€979
4137;€743-€2,073
4138;€46-€139
4139;€74-€75
4140;€8-€309,635
4141;€2-€291
4142;€21-€22
4143;€2-€164
4144;€24-€79
4145;€13-€83
4146;€9-€91
4147;€87-€208
4148;€12-€1,155
4149;€981-€2,540
4150;€20-€73
4151;€8-€1,155
4152;€17-€231
4153;€17-€68
4154;€44-€45
4155;€32-€87
4156;€6-€577
4157;€43-€174
4158;€353-€1,242
4159;€12-€231
4160;€50-€51
4161;€12-€87
4162;€8-€831
4163;€2-€110
4164;€1,212-€2,944
4165;€58-€577
4166;€6-€231
4167;€12-€577
4168;€4-€831
4169;€2-€47
4170;€23-€346
4171;€3-€43
4172;€3-€74
4173;€58-€69
4174;€3-€87
4175;€173-€2,192
4176;€14-€1,153
4177;€6-€1,788
4178;€30-€81
4179;€13-€81
4180;€433-€2,765
4181;€42-€99
4182;€40-€81
4183;€8-€204
4184;€231-€1,097
4185;€13-€68
4186;€1-€8
4187;€307-€827
4188;€115-€1,155
